YouTuBe新闻,#genre#
疯狂博士发明巨型钢铁蜘蛛，轻松摧毁了整个小镇！速看科幻电影《飙风战警》,https://www.youtube.com/watch?v=KtnLUVCGulI
1876年，男子掉入时空裂缝，醒来后，竟然来到了21世纪！速看奇幻电影《穿越时空爱上你》,https://www.youtube.com/watch?v=OmyNi7Y1rHI
5分钟看完烧脑科幻电影《时空线索》男子穿越时空拯救已死美女,https://www.youtube.com/watch?v=BC4jj_NCQZk
人类发现7500年前的传送门，可刚一开启，就引来了曾经的地球主宰！,https://www.youtube.com/watch?v=3oDAieZAB7s
小伙电脑被黑客劫持，因害怕自己的秘密被曝光，做尽了荒唐事！速看科幻片《黑镜3：黑函之舞》,https://www.youtube.com/watch?v=gvxwDkn_6DA
女子被神秘星球复制，得知真相后自杀，却很快又活了过来！速看科幻电影《索拉里斯》,https://www.youtube.com/watch?v=4wbjLNOskYo
小伙是一个吸血鬼变种，不怕阳光与银弹，整天猎杀吸血鬼！,https://www.youtube.com/watch?v=8wsef8msrA4
吸血鬼帮女友吸出毒液， 结果一时没忍住， 差点把女友吸干！,https://www.youtube.com/watch?v=AqQLiH3wMhs
姐妹俩在水底捡钻戒，泳池盖子却关上了，这下两人出不去了！,https://www.youtube.com/watch?v=R3FsneJ852o
变异小伙30年醒一次，每次杀5人，然后用胆汁筑巢冬眠！速看科幻美剧《X档案1-3：突变异种》,https://www.youtube.com/watch?v=hZHOJFSZ-Pw
克隆分身还带记忆，永生就是分分钟的事！速看科幻电影《第六日》,https://www.youtube.com/watch?v=Ul5lKsmIaFs
为了一份设计图，帝国竟摧毁了一座城市 7分钟看完科幻电影《星球大战外传：侠盗一号》,https://www.youtube.com/watch?v=FiCjhY86Zi0
小伙投胎时没清除记忆，见到丈母娘后，才发现女友是前世的女儿！,https://www.youtube.com/watch?v=6jMOYpA_ZKo
女孩捡回一条白狗，以为它是守护神，却不知它曾被恶魔训练！,https://www.youtube.com/watch?v=k2zEytF6jgo
宅男11年没出过门，却遇到一个奇怪女孩，腿上还有神秘按钮！,https://www.youtube.com/watch?v=G5ubFx-Gw8U
小伙自愿献祭给恶魔，全身长满鳞片，不老不死力大无穷！,https://www.youtube.com/watch?v=d-zzTHPccvU
小伙得到一把天神匕首，只要按下手柄，就可以扭转时间！,https://www.youtube.com/watch?v=YTtVPSqlUbI
致命病毒发生变异，潜伏期极短，人类感染后100%死亡！速看科幻电影《极度恐慌》,https://www.youtube.com/watch?v=wr8eDJNUJjE
酒吧内出现时空裂缝，小伙上了个厕所，出来已是世界末日！,https://www.youtube.com/watch?v=f8iSawUX0-8
人类元帅被虫族控制，前往蛮荒星球，准备投靠虫族之王！,https://www.youtube.com/watch?v=VDAPBoaTC7I
女孩网购了一粒台球，外星人却送来一颗小行星，差点毁灭了地球！,https://www.youtube.com/watch?v=WX2H8RnVOrU
男孩因为颜值太高，一出生就帅死了三个医生，只能缠着绷带生活！,https://www.youtube.com/watch?v=3TkHuPQ-syc
世界末日后，人类彻底灭绝，机器人却迎来了新的统治者！,https://www.youtube.com/watch?v=LpugQmwMoJk
小伙得到一套外星装甲，穿上后刀枪不入，死后还能无限重生！,https://www.youtube.com/watch?v=WRvwnm5iW7U
小伙拍摄外星人解剖视频，引来100多家电台转播，赚了一床的钱！,https://www.youtube.com/watch?v=aJlNwY3-haM
人类流浪太空，用长杆打捞太空垃圾，只为将它做成食物！速看科幻短片《永恒公转》,https://www.youtube.com/watch?v=afIqe3LtV1s
虫族之王控制星际战舰，穿越虫洞飞向了地球，人类危在旦夕！,https://www.youtube.com/watch?v=X-D-BhiyPWA

科幻梦工场4,#genre#
吸血鬼长老沉睡800年，醒来后不断输血，才能唤醒体内的力量！,https://www.youtube.com/watch?v=WqKqfIs-9tU
小伙研发伴侣机器人，机器人却不断自我进化，还爱上了人类！,https://www.youtube.com/watch?v=tZ-djnAgEKU
公主被困石塔1000年，竟然召唤出了石头人大军，从此开始黑化,https://www.youtube.com/watch?v=8Chv-6e5BJY
宇宙中最奇葩的外星人？外星父母生下孩子，长大后将其吃掉！,https://www.youtube.com/watch?v=Xne-YZ1GPR4
男子跨越时空救下父亲，结果却让母亲被虐杀，速看科幻片《黑洞频率》,https://www.youtube.com/watch?v=tYDE-a7GZpc
冷血动物变大1万倍，吃掉72亿人类，幸存者只能躲入地底！,https://www.youtube.com/watch?v=S9TSaoH_kGg
外星尖头人准备入侵地球，但女儿却爱上了人类男孩！,https://www.youtube.com/watch?v=3RghsYClczQ
亿万富翁得罪天神，被迫回到13年前，一觉醒来只能卖轮胎！,https://www.youtube.com/watch?v=9hqHA4nrL2M
科学家为了净化地球，唤醒了17只巨兽，人类差点被灭绝！,https://www.youtube.com/watch?v=42pXM3foZ20
邪恶西斯尊主终于一统银河系！7分钟看完科幻电影《星球大战前传3：西斯的复仇》,https://www.youtube.com/watch?v=Vxn4g0fKuLM
男子全身血液被抽干，替换成了纳米机器人，从此不死不灭！,https://www.youtube.com/watch?v=UmcXQlH89NY
地球引力异常，体重少于240斤就会飘走，只有胖子才敢出门！,https://www.youtube.com/watch?v=L3oEzQF99KU
未来世界食物紧缺，水源也成了限量品，每天只能领一袋！,https://www.youtube.com/watch?v=j5iFSv2ZosA
小伙拥有1000多个前女友，突然全部出现在眼前，把他吓坏了！,https://www.youtube.com/watch?v=q-0ktyFEst4
一部小众科幻电影，出自科波拉之子，观众却只记住了女主的惊人美貌！,https://www.youtube.com/watch?v=6h9J98B_xLg
畸形人被赶往太空流浪，37年后，歧视他们的人却后悔了！速看《科幻大师：太空浪子》,https://www.youtube.com/watch?v=DlXu2RqFmqY
当女性主宰世界时，男人遭到各种调戏，却因有体毛被女人嫌弃！,https://www.youtube.com/watch?v=HXbFwHHlmEQ
小伙喝下返童药水，身体越变越小，最后化成了一滩液体！速看科幻电影《肥佬教授2》,https://www.youtube.com/watch?v=1FXBZREHUEg
黑客惹怒电脑程序，被它用激光扫入电子世界，速看1982年科幻电影《电子世界争霸战》,https://www.youtube.com/watch?v=D-Mf_ikTK1E
男子打开地狱之门，召唤出了远古魔兽，世界末日即将来临！,https://www.youtube.com/watch?v=A9p55innmII
克隆人大战机器军团 7分钟看完科幻电影《星球大战前传2：克隆人的进攻》,https://www.youtube.com/watch?v=gfh49qB-VMo
超级天才发明了一种神药，却因此毁灭了全世界，无一人幸免！,https://www.youtube.com/watch?v=8hgMHzTm-Aw
巨型外星人降临地球，身高数百米，人类对它来说就像蚂蚁一样！,https://www.youtube.com/watch?v=BZdxmmzQIiE
男人也能怀孕生子？这部电影脑洞真大，施瓦辛格怀孕的样子太逗了！,https://www.youtube.com/watch?v=kJ-SGH9Dooc
一场神秘病毒爆发，感染者成了上层阶级，普通人却越来越穷！,https://www.youtube.com/watch?v=Q_RUAUGqlW8
世界成了一片荒漠，人类只能用猪屎生产能源！速看科幻电影《疯狂的麦克斯3》,https://www.youtube.com/watch?v=SU9FueAjeFg
士兵把死神装入神奇口袋，从此，世上再也没有了死亡！,https://www.youtube.com/watch?v=VhFk_pRtjNk
蚊子吸了外星人的血液，变异成巨型怪物，人被叮一下就成干尸,https://www.youtube.com/watch?v=nFdEUCHQIPo
男子手上有三条杠，死一次就消失一条，全部消失就悲剧了！,https://www.youtube.com/watch?v=-bLkqei3ED8
在这个世界，人们可以永生不死，纵情狂欢，但女子却执意要离开！速看高分科幻神剧《黑镜3：圣朱尼佩洛》,https://www.youtube.com/watch?v=QhHdqaAhvxM
机器狗失控屠杀人类，人类濒临灭绝！速看科幻片《黑镜4：金属头》,https://www.youtube.com/watch?v=Bp1UMhwyxQI
男子研发儿童机器人，并装入智能第三脑，造出了一支间谍军团！,https://www.youtube.com/watch?v=ZQynNKYFtZQ
外星文明领先人类100万年，却制造出了恐怖怪物，因此灭绝！,https://www.youtube.com/watch?v=Ep8x25KNd40
一部66年前的科幻经典，1955年上映，当时绝对的大片！《海底两万里》,https://www.youtube.com/watch?v=iSjAGeK0F8c
女议员突然不能说谎，辩论时满嘴脏话，支持率却反而飙升！,https://www.youtube.com/watch?v=fNxMan5-o1s
地球环境被毒气污染，学生们却照常上学，原来他们并不是人类！,https://www.youtube.com/watch?v=Z9NUysdchT0
女巫变成邪恶巨龙，男巫化身10米怪兽，城市瞬间沦为地狱！,https://www.youtube.com/watch?v=gXkHEViD6cg
警察被暴徒残忍杀害，结果被改造成机械战警，开始向暴徒复仇，速看科幻电影《机械战警1》,https://www.youtube.com/watch?v=eloToZE1Jb4
博士发明了一种“绿色胶体”，不仅弹性十足，还能产生巨大的能量！,https://www.youtube.com/watch?v=NTkdWnQYm-U
魔兽大军杀入人间，现代化军队不堪一击，城市瞬间成了人间炼狱！,https://www.youtube.com/watch?v=Vn4RpjlJeLQ
穷人在地底生活了190年，爬上地面才发现，这只是一场骗局！,https://www.youtube.com/watch?v=m464qZGc52s
小伙捡到一本死亡笔记，可以召唤死神，掌控所有人的生死！,https://www.youtube.com/watch?v=Mcun5Vc7l44
神秘立方体坠落地球，引来巨型外星人，展开了争夺大战！速看科幻电影《变形金刚》,https://www.youtube.com/watch?v=pgeXpNPHaQ8
机器人想要变成人类，却被同类驱逐，最终走向了毁灭！,https://www.youtube.com/watch?v=AebyEcUUWnM
恐怖异虫被释放，疯狂寻找人类寄生，一有洞就会钻进去！,https://www.youtube.com/watch?v=rhJUlZgS1Gs
美女吃下一颗药丸，变成外星怪物，一口就吞下了壮汉！速看科幻电影《外星人报到》,https://www.youtube.com/watch?v=bo2b2nt0DBM
古代少女被诅咒，变成木头1000年，再次苏醒已是现代！,https://www.youtube.com/watch?v=PVkahLzfkoM
小人一出生就被标记，数字越大地位越高，为零只能沦为垃圾！,https://www.youtube.com/watch?v=RiHw8RIFodg
士兵被改造成熔浆人，拥有超强自愈力，断手都能长起来！,https://www.youtube.com/watch?v=4cMndQksIx0
小伙拥有神奇超能力，只要看一眼照片，就能穿越回过去！,https://www.youtube.com/watch?v=gApgcffe6UQ
邪恶科学家将女子放入钢琴，用琴键羞辱她，弹起了死亡之曲！,https://www.youtube.com/watch?v=RfMoq5sfwnA
另类爆笑丧尸片！小镇上的女人全变成丧尸，妻管严们爆发了！,https://www.youtube.com/watch?v=jcNALIeApso
一炮可以毁灭几个星球的武器，直接用恒星充能 速看科幻片《星球大战7：原力觉醒》,https://www.youtube.com/watch?v=h2R3MOA9iTM
3名少女被囚禁，凶手却不是普通人类，最后还变成了野兽！,https://www.youtube.com/watch?v=JfZmeWfv2hg
变态小伙杀害多名少女，将她们全部漂白，制作成了洋娃娃！,https://www.youtube.com/watch?v=IEr142ynwXM
真人秀节目直播自杀，女子中途反悔，结果不想死都不行！,https://www.youtube.com/watch?v=71pnjRoau1I
巨型外星飞船竟藏恐怖生物 6分钟看完1979年经典科幻恐怖片《异形》,https://www.youtube.com/watch?v=lE1UdM3k_Qk
未来世界被海水淹没，富人却筑起大坝享乐，让穷人等死！,https://www.youtube.com/watch?v=CCTxmK8C9oY
小伙能随意操控火焰，看上哪个少妇，就烧死她的丈夫！,https://www.youtube.com/watch?v=fdjo4BTv3pc
巨大的蓝色行星撞向了地球，所有人类都陷入了绝望！速看科幻电影《忧郁症》,https://www.youtube.com/watch?v=VBZTco1JPH8
程序员爱上机器美女，帮助她摆脱人类控制，结果酿成大祸！速看科幻电影《机械姬》,https://www.youtube.com/watch?v=a7iprPes-c4
老太太招来一个年轻女护士，准备献祭她的身体，完成灵魂互换！,https://www.youtube.com/watch?v=LTzbctKrUtM
女孩只要大声朗读，就能将书中的内容，全部变为现实！,https://www.youtube.com/watch?v=CcCCj-hvjnY
35年前票房惨淡，如今被视为经典  速看1982年科幻片《银翼杀手》,https://www.youtube.com/watch?v=JuT_NS7Yqd0
外星毒贩闯入地球，用人类的大脑提取毒品，手段太残忍了！,https://www.youtube.com/watch?v=mM7D4AAXLD0
外星人大开杀戒，将人类挂满埃菲尔铁塔，宣告地球换了主人！,https://www.youtube.com/watch?v=wMvfA0mtYQk
美女专嫁有钱人，每次都谋财害命，可这次的丈夫却让她头疼！,https://www.youtube.com/watch?v=d3WPhXYUoHQ
飞碟坠落未知星球，成功迫降后，又迎来毁天灭地的冲击波！速看科幻电影《星际旅行：斗转星移》,https://www.youtube.com/watch?v=9zbFNPvwjD0
8岁男童智商逆天，体内却藏着一个恶魔，残害了9名女性！,https://www.youtube.com/watch?v=4GfpQZ_ECEg
王子一出生就被诅咒，女人只要看他一眼，就疯狂想嫁给他！,https://www.youtube.com/watch?v=E5-s7KnEEEM
兄弟俩共用一个身体，弟弟想自杀，哥哥只能将自己拷在床上！,https://www.youtube.com/watch?v=cXCq7wpDdIM
神秘装置让所有议员瞬间石化，碎落一地！速看科幻电影《星际旅行：复仇女神》,https://www.youtube.com/watch?v=aYevqQy_z80
核战之后，文明倒退，飞车党横行整个世界！速看科幻电影《疯狂的麦克斯2》,https://www.youtube.com/watch?v=wAoq1O_BqY8
小伙一旦受伤，周围便寸草不生，所有活物倒地而亡！,https://www.youtube.com/watch?v=KV1Gw6MOqfo
未来女人可以单性繁殖，生下的都是女婴，男性濒临灭绝！,https://www.youtube.com/watch?v=i56z2RsM1uY
叛逆女孩被送入恐怖社区，竟因为不听话，被处理成了一堆肥料！,https://www.youtube.com/watch?v=Vds-GHCGft0
魔术师扔下一粒种子，瞬间长成一棵桔子树，还结了果子！,https://www.youtube.com/watch?v=TuWZMVm_5SM
人类在1万米深海挖石油，却意外唤醒恐怖巨兽，想跑都来不及！,https://www.youtube.com/watch?v=ihimk2A4a14
海底太空船中有一个神秘金球，进去的人都有了“梦想成真”的超能力！速看科幻悬疑电影《深海圆疑》,https://www.youtube.com/watch?v=Rr1G958XtFY
致命流感来袭，每个人必须脱衣检查，有红斑的只能等死！,https://www.youtube.com/watch?v=31O2Dz3I9ek
两个学渣为了历史考试，直接利用时光机，抓来了一堆历史伟人！,https://www.youtube.com/watch?v=3sU8ZSVq0JI
男子为了赚钱，竟然利用外星人DNA，创造各种杂交物种！,https://www.youtube.com/watch?v=tav2WReZ4qY
辛巴达得到一个漂亮女奴隶，却没想到，她竟是怪物的“新娘”！,https://www.youtube.com/watch?v=QEmoPHlCeJ8
小伙移植了半颗龙心，获得了永生不死的能力，开始为所欲为！,https://www.youtube.com/watch?v=ire0DVX7BdM
女子突然长了一条尾巴，帅气医生立马追求，结局却让女子失望！,https://www.youtube.com/watch?v=L5Cy6-50LoU
2个男孩造出一个电子美女，不仅长得漂亮，还拥有特殊超能力！,https://www.youtube.com/watch?v=8Wwd4JslVvk
男子造出未来电脑，却被囚禁了20多年，他的超人儿子愤怒了！,https://www.youtube.com/watch?v=2YDUaWhNcGE
女孩为了测试男友，把自己关进密室，不料看到了绝望的一幕！,https://www.youtube.com/watch?v=7-pVcYRoemI
